lineup,interval,interval_num,possessions,minutes,plusminus_per40,netrating,plusminus
LLEI-MVUK-EPOR-AZIA-FWER,Interval 4,4,15.49,10.53,0.0,0.0,0
AKÉI-EPAP-EPOR-AZIA-FWER,Interval 4,4,3.5,1.58,50.63,57.14,2
LLEI-CFUL-AKÉI-EPAP-FWER,Interval 4,4,3.7,1.67,23.95,27.03,1
MVUK-EPAP-EPOR-AZIA-FWER,Interval 4,4,8.4,3.75,-32.0,-35.74,-3
LLEI-CFUL-AKÉI-FWER-STHI,Interval 4,4,8.03,4.78,-33.47,-49.81,-4
LLEI-AKÉI-EPAP-FWER-STHI,Interval 4,4,2.37,1.63,0.0,0.0,0
AKÉI-MVUK-AZIA-MHER-STHI,Interval 4,4,1.46,0.82,146.34,204.78,3
LLEI-AKÉI-AZIA-FWER-STHI,Interval 4,4,2.0,0.72,55.56,50.0,1
CFUL-MVUK-EPOR-AZIA-FWER,Interval 4,4,11.8,6.71,101.34,144.07,17
LLEI-CFUL-MVUK-EPOR-AZIA,Interval 4,4,5.03,2.79,-28.67,-39.75,-2
CFUL-AKÉI-EPAP-AZIA-FWER,Interval 4,4,2.86,1.58,50.63,69.81,2
AKÉI-MVUK-EPAP-AZIA-STHI,Interval 4,4,3.89,2.1,114.29,154.4,6
AKÉI-MVUK-AZIA-FWER-STHI,Interval 4,4,2.5,1.02,156.86,160.0,4
AKÉI-EPAP-AZIA-FWER-STHI,Interval 4,4,2.0,1.47,108.84,200.0,4
CFUL-AKÉI-MVUK-AZIA-FWER,Interval 4,4,1.5,1.4,142.86,333.33,5
AKÉI-MVUK-EPOR-AZIA-FWER,Interval 4,4,7.06,4.71,67.94,113.31,8
